Date,Returns
2005-01-03,-0.018574134189518317
2005-01-04,-0.018326422385566005
2005-01-05,-0.011645420735622757
2005-01-06,0.005246072514626992
2005-01-07,-0.00014472357765155994
2005-01-10,8.036618170622522e-05
2005-01-11,-0.007626619780531679
2005-01-12,0.006574365234763813
2005-01-13,-0.0023409120357029073
2005-01-14,0.009385319043738148
2005-01-18,0.01004920123530521
2005-01-19,-0.012994032889937149
2005-01-20,-0.012080139594707343
2005-01-21,-0.00661025070683024
2005-01-24,-0.005444972990741077
2005-01-25,0.0022285749160212225
2005-01-26,0.012757349785052483
2005-01-27,0.005312691115457006
2005-01-28,-0.0005890456453095782
2005-01-31,0.01888428014654751
2005-02-01,0.012197285068906796
2005-02-02,0.0070183032634518975
2005-02-03,-0.0024365416845239926
2005-02-04,0.008410233868260774
2005-02-07,-0.002137719426127646
2005-02-08,0.0032041500169943766
2005-02-09,-0.007432231509373596
2005-02-10,0.013073505558787422
2005-02-11,0.009901742242881817
2005-02-14,0.00010532087738673629
2005-02-15,0.0012279954454011291
2005-02-16,0.005224948667540686
2005-02-17,-0.008387492441990737
2005-02-18,0.00562456078461732
2005-02-22,-0.014567880257439787
2005-02-23,0.007713628568567778
2005-02-24,0.011711262927245591
2005-02-25,0.017958479434675472
2005-02-28,-0.004609822049032841
2005-03-01,0.0037860479305955475
2005-03-02,0.000940753412160267
2005-03-03,0.0015200932691728898
2005-03-04,0.009632565801744694
2005-03-07,0.0016919445302525453
2005-03-08,-0.0038822963476047405
2005-03-09,-0.011881904800099626
2005-03-10,-0.001049380371725802
2005-03-11,-0.005787031835840424
2005-03-14,0.0054646165645864785
2005-03-15,-0.006870696056387638
2005-03-16,-0.007659207542403349
2005-03-17,0.004884758085253215
2005-03-18,-0.003575612147531732
2005-03-21,-0.003545850961522605
2005-03-22,-0.0121382327125488
2005-03-23,-0.0027053433533915316
2005-03-24,0.0028433775944898413
2005-03-28,-0.0008118076629200525
2005-03-29,-0.003550444556809904
2005-03-30,0.014947066364527944
2005-03-31,0.0040009543557525395
2005-04-01,0.004236378527980668
2005-04-04,-0.00233766723468134
2005-04-05,-0.0012510479269551129
2005-04-06,0.0039750201704005185
2005-04-07,0.002419247539001905
2005-04-08,-0.009232912034452713
2005-04-11,0.001015192047005052
2005-04-12,-0.0037323667276012566
2005-04-13,-0.01405689001693949
2005-04-14,-0.010943152566313667
2005-04-15,-0.02691969002250429
2005-04-18,0.0086941233212239
2005-04-19,0.013990638644445767
2005-04-20,-0.010471787032890277
2005-04-21,0.024040106399850228
2005-04-22,-0.0032809218497682076
2005-04-25,0.00929628198228826
2005-04-26,-0.013999557011157626
2005-04-27,-0.009447773563227287
2005-04-28,-0.01082709342256914
2005-04-29,0.007705872856437013
2005-05-02,0.006969626890412727
2005-05-03,-0.004467460936550674
2005-05-04,0.009583138390112579
2005-05-05,-0.0002588353604285441
2005-05-06,0.0005088077908455787
2005-05-09,0.004754755606299537
2005-05-10,-0.008288159971357876
2005-05-11,0.0020618606623265603
2005-05-12,-0.01511953024279383
2005-05-13,-0.002794281424165094
2005-05-16,0.0017811257090991387
2005-05-17,0.009744762722464715
2005-05-18,0.007144830471105054
2005-05-19,0.009804613567105732
2005-05-20,-0.0008813119407895488
2005-05-23,0.006381018387053027
2005-05-24,0.007345406455951953
2005-05-25,0.00019160549649918136
2005-05-26,0.007017284680038968
2005-05-27,0.005488609273013038
2005-05-31,-0.006849060076374237
2005-06-01,0.01015599815474983
2005-06-02,0.0021780127706572013
2005-06-03,0.00011566314588769971
2005-06-06,-0.0005038996680503825
2005-06-07,-0.003087912326496736
2005-06-08,0.0015244835717014098
2005-06-09,0.00659583003314939
2005-06-10,0.0035622773160805627
2005-06-13,0.006035593621014688
2005-06-14,0.004675915401648319
2005-06-15,0.002976455321059393
2005-06-16,0.0038782901314213672
2005-06-17,0.005395012224247776
2005-06-20,0.00048065773478587527
2005-06-21,-0.0024423076985574453
2005-06-22,0.002167209486838583
2005-06-23,0.001914000972751896
2005-06-24,-0.011173084491717477
2005-06-27,0.0012544799502915936
2005-06-28,-0.0007532634186175689
2005-06-29,-0.0013951746369559581
2005-06-30,-0.00015956341370963007
2005-07-01,0.004957536556728821
2005-07-05,0.0028901422998734174
2005-07-06,-0.0059804498171557394
2005-07-07,0.003079311317867642
2005-07-08,0.006067960589186538
2005-07-11,0.0042527385844622016
2005-07-12,0.003764826257927548
2005-07-13,-0.00013270182251233633
2005-07-14,-0.00833104177449975
2005-07-15,-0.002234623760376305
2005-07-18,-0.00437966985197958
2005-07-19,0.008434451495318867
2005-07-20,0.0037972479225534916
2005-07-21,-0.006871240307809088
2005-07-22,0.007311767039916909
2005-07-25,0.001732101182321739
2005-07-26,-6.945229842673603e-06
2005-07-27,0.0006422415637919289
2005-07-28,0.008268228626387465
2005-07-29,0.0020623675675960594
2005-08-01,-0.008254138084782921
2005-08-02,0.013475011228677131
2005-08-03,-0.0014374762994589928
2005-08-04,-3.7009000972709066e-05
2005-08-05,-0.00820394691817647
2005-08-08,-0.004856426937586693
2005-08-09,0.00266655527873232
2005-08-10,-0.00439645047294324
2005-08-11,0.005646884036691752
2005-08-12,-0.004663896611258349
2005-08-15,0.0008856801473458196
2005-08-16,-0.007615079789049427
2005-08-17,-8.71199576253155e-05
2005-08-18,0.007551763504815825
2005-08-19,0.0030241739711504142
2005-08-22,0.0011608573851534384
2005-08-23,0.0030048205459201538
2005-08-24,-0.0029104501413013406
2005-08-25,0.001304868093377445
2005-08-26,-0.0036470250872177824
2005-08-29,0.0063110321048782045
2005-08-30,0.0012811424785603048
2005-08-31,0.012947024504677794
2005-09-01,0.012899564465596714
2005-09-02,-0.005541431965600394
2005-09-06,-0.00025580529814633966
2005-09-07,0.0014069087928040448
2005-09-08,-0.003176168693398603
2005-09-09,0.010118723506810699
2005-09-12,-0.008228327696589037
2005-09-13,-0.005135917981197809
2005-09-14,0.010767660983532254
2005-09-15,0.0028699966575999416
2005-09-16,0.0027885531722818147
2005-09-19,0.004815375507582778
2005-09-20,-0.010967151410645814
2005-09-21,-0.0005432007002731188
2005-09-22,-0.005884852915172815
2005-09-23,0.0020447814742870383
2005-09-26,0.00844185684059893
2005-09-27,-0.0006806743733718579
2005-09-28,0.004078505376378614
2005-09-29,0.008636117318404812
2005-09-30,0.006413987731116634
2005-10-03,0.010808837748551854
2005-10-04,-0.011114038669117286
2005-10-05,-0.023985305450945973
2005-10-06,-0.014540980224928557
2005-10-07,0.00548496755585939
2005-10-10,-0.0059158718011512075
2005-10-11,0.0054591018082169014
2005-10-12,-0.01126953364445563
2005-10-13,-0.014845743285302677
2005-10-14,0.013626752503317784
2005-10-17,0.01106021886803139
2005-10-18,-0.01720682811827018
2005-10-19,0.005762607048844667
2005-10-20,-0.016486691817353523
2005-10-21,0.0027350361091595427
2005-10-24,0.016271085316896226
2005-10-25,0.004569033979548983
2005-10-26,-0.005707310134844348
2005-10-27,-0.004005396587920293
2005-10-28,0.010733610740257062
2005-10-31,0.007489600882334801
2005-11-01,-0.0040732339129639725
2005-11-02,0.007133880044536653
2005-11-03,0.006442895211399634
2005-11-04,0.003907179413534785
2005-11-07,-0.001944991826776172
2005-11-08,0.002146572508176607
2005-11-09,0.0071958042979891005
2005-11-10,-0.004430056554994431
2005-11-11,-9.174832339395008e-05
2005-11-14,-0.0006313726618267827
2005-11-15,-0.0017974586657373256
2005-11-16,0.003560266743673428
2005-11-17,0.009321878617118601
2005-11-18,0.0013169082066238143
2005-11-21,0.0002149289780944267
2005-11-22,0.0004104982778379328
2005-11-23,0.0037776162064308205
2005-11-25,-0.00038746806766554913
2005-11-28,-0.006777303597483362
2005-11-29,0.0009255612411125289
2005-11-30,0.0010812953925213088
2005-12-01,0.002999553263638422
2005-12-02,0.004752068281320767
2005-12-05,0.0032492437342045762
2005-12-06,0.0028595811582094923
2005-12-07,-0.001083668994021283
2005-12-08,0.008621654924219896
2005-12-09,0.006003140441796734
2005-12-12,-0.0003762048240903953
2005-12-13,0.001968258029512359
2005-12-14,0.003142153369324151
2005-12-15,-0.006134906957371239
2005-12-16,0.002614698836403012
2005-12-19,-0.012589559246519711
2005-12-20,-0.0016019606164477825
2005-12-21,0.0022955855615829
2005-12-22,0.003331128928236596
2005-12-23,0.0007471030259766997
2005-12-27,-0.0019385814396794085
2005-12-28,0.0015703647511141677
2005-12-29,-0.0004902281327952924
2005-12-30,-0.00164970355033514
2006-01-03,0.013028911737927543
2006-01-04,0.01289736190539733
2006-01-05,0.002386682933257939
2006-01-06,0.005545741502032731
2006-01-09,0.0039826214412278065
2006-01-10,-0.0036879294572476637
2006-01-11,-0.0013082048608865416
2006-01-12,0.003586594271988196
2006-01-13,0.0022759962816405275
2006-01-17,0.003479977739247464
2006-01-18,0.011364513756270758
2006-01-19,0.0020540285516547855
2006-01-20,-0.009268724706681894
2006-01-23,0.002674794363348161
2006-01-24,0.0036951556780998895
2006-01-25,-0.005908705338834629
2006-01-26,0.0021135182689751755
2006-01-27,0.008138513973666037
2006-01-30,-0.0035817173777631505
2006-01-31,0.006000917594333129
2006-02-01,0.0012548145325568805
2006-02-02,-0.01168236775556346
2006-02-03,0.0014542985063147403
2006-02-06,0.0033752267903998244
2006-02-07,-0.0023713367182389487
2006-02-08,-0.0019214540770913753
2006-02-09,0.003395762405649993
2006-02-10,-0.0006774319457104288
2006-02-13,0.0027585406840847817
2006-02-14,-0.0003962286820726516
2006-02-15,0.019964294242011862
2006-02-16,0.00608072176908725
2006-02-17,-0.0028673683839867308
2006-02-21,-0.0015036871108064938
2006-02-22,0.005502274216939944
2006-02-23,-0.004229132496240249
2006-02-24,0.0034183509617936405
2006-02-27,0.0020026927809265343
2006-02-28,-0.010707188312971372
2006-03-01,-0.0035767018969181438
2006-03-02,0.002386876002330624
2006-03-03,-0.0033060203914904965
2006-03-06,-0.00674667884693077
2006-03-07,-0.007208365289864098
2006-03-08,-0.0037632937703241235
2006-03-09,-0.0001953753051070024
2006-03-10,0.0016118243719382905
2006-03-13,0.0087475149150571
2006-03-14,0.0041166894017719054
2006-03-15,-0.00419169043741918
2006-03-16,0.007449208993751264
2006-03-17,-0.0037746359046101447
2006-03-20,-0.005285169429114337
2006-03-21,0.001211065450200379
2006-03-22,0.0045797003155207214
2006-03-23,-0.004685683831502002
2006-03-24,0.005142955517122675
2006-03-27,-0.006030503217830625
2006-03-28,-0.005281186384348633
2006-03-29,0.010063746506310277
2006-03-30,-0.00787361575905882
2006-03-31,0.0028555629241869386
2006-04-03,0.0013404586055236587
2006-04-04,0.0017852199855204658
2006-04-05,0.003891305050007812
2006-04-06,-0.00712960871643965
2006-04-07,-0.009244040847153944
2006-04-10,-0.004083976240246995
2006-04-11,-0.00605402762498223
2006-04-12,0.003059238986593324
2006-04-13,-0.004576785127087092
2006-04-17,-0.0018249709919690384
2006-04-18,0.009542944028279168
2006-04-19,0.01576562369210257
2006-04-20,0.005237347358407748
2006-04-21,-0.000328704946151026
2006-04-24,0.00502636504801197
2006-04-25,-0.0044581151511471455
2006-04-26,0.0006997130644182548
2006-04-27,0.008240791183375859
2006-04-28,0.0065799842177169015
2006-05-01,-0.005309602142160079
2006-05-02,0.0007737234679120088
2006-05-03,-0.005507946914448969
2006-05-04,0.00011816520037969715
